book_wikidata_id,title,author,year,n_pages,n_ratings,n_reviews,rating,summary
Q739534,One Way,Didier van Cauwelaert,2003,152,1041,27,3.29,"Hailed as a marvel and awarded France's most prestigious literary prize, One-Way recounts the comic, absurd, and all-too-believable adventures of Aziz Kemal, a young Frenchman raised as an Arab by Marseilles gypsies. Arrested for a crime he didn't commit, Aziz becomes the target of a government campaign to repatriate illegal immigrants and finds himself en route to Morocco, despite the fact that he isn't Moroccan. Accompanying Aziz is a touchingly naive and neurotic ""humanitarian attache"" named Jean-Pierre Schneider, who drowns his own personal woes in his zeal to build a new life for his charge in a land neither one has ever seen. <br /><br />It is on the plane to Morocco that events take an unexpected turn, when Aziz, pressed for details of a ""birthplace"" that isn't his, invents the fabulous story of Irghiz, a valley paradise hidden from the world and now in danger of ruin. From this moment on, the attache forgets his original assignment and has only one mission: to return Aziz to the Eldorado he left behind and save it from the ravages of modern progress. So begins an initiatory journey that takes Aziz, Jean-Pierre, and a disabused aristocrat across a desert both real and mythic, pursuing a vision of happiness as elusive as Irghiz itself. <br /><br />At once humorous and poignant, the story of this journey is ""a beautifully realized blend of sensitivity, humor, intelligence, and good sense—a rich and engaging novel, filled with a lucid and compassionate humanity"" (Jean-Claude Lebrun)."
Q7396410,Sabrina Fair,Samuel  Taylor,1955,85,144,27,3.97,
Q7398479,Safe Harbour,Danielle Steel,2003,432,20165,11,4.06,"In her fifty-ninth bestselling novel, Danielle Steel tells an unforgettable story of survival...of how two people who lost everything find hope...and of the extraordinary acts of faith and courage that bring --and keep-- families together... <br />On a windswept summer day, as the fog rolls across the San Francisco coastline, a solitary figure walks down the beach, a dog at her side. At eleven, Pip Mackenzie's young life has already been touched by tragedy; nine months before, a terrible accident plunged her mother into inconsolable grief. But on this chilly July afternoon, Pip meets someone who fills her sad gray world with color and light. And in her innocence and in his kindness, a spark will be kindled, lives will be changed, and a journey of hope will begin. <br />From the moment the curly-haired girl walks up to his easel on the sand, Matt Bowles senses something magical about her. Pip reminds him of his own daughter at that age, before a bitter divorce tore his family apart and swept his children halfway across the world. With her own mother, Ophelie, retreating deeper into her grief, Pip spends her summer at the shore the way lonely children do: watching the glittering waters and rushing clouds, daydreaming and remembering how things used to be. That is, until she meets artist Matt Bowles, who offers to teach the girl to draw--and can't help but notice her beautiful, lonely mother. At first, Ophelie is thrown off balance by her daughter's new companion--until she realizes how much joy he is bringing into their lives, despite the sadness she sees in his eyes. As their newfound friend works his subtle magic, mother and daughter slowly begin to heal, to laugh again, to rediscover what they have lost. <br />When summer ends, and Ophelie and Pip must leave the beach for the city, the season of healing continues. Gathering her newfound strength, Ophelie begins a volunteer job at a city outreach program, where she works with the homeless, and can no longer ignore the blessings in her own life. But as soul-sharing phone calls and autumn beach getaways deepen Ophelie and Matt's friendship, fate strikes another blow. Out of the blue, Matt must confront unfinished business from his past. Days later, Ophelie is struck by a stunning betrayal by someone she trusts. And as these events reverberate in two already wounded hearts, something extraordinary happens. Out of the darkness that has shadowed them both comes an unexpected gift of hope. <br />With grace and compassion, Danielle Steel explores the fragile bonds between mothers and daughters, husbands and wives, family members and lifelong friends. Her haunting, impassioned novel takes us across the complex landscape of loss--to the blessings that arise from even the darkest tragedies. At once a story of triumph and a moving elegy to those who suffer and survive, Safe Harbour is perhaps her most powerful and life-affirming novel to date. ""From the Hardcover edition."""
Q741013,Contact,Carl Sagan,1997,434,122461,2140,4.14,"Beautiful astrophysicist Rebecca Blake deciphers long-awaited signals from space, persuades world leaders to construct a machine that many consider a Trojan Horse, and journeys into space for an epochal encounter."
Q741033,Evil Under the Sun,Agatha Christie,1979,175,48305,1010,3.97,"It seems that no matter how hard he tries, Poirot never quite gets a holiday. This story sees him in Devon, Agatha Christie’s home county, and, of course, among the scantily clad sunbathers, a murdered woman is found.<br /><br />It was not unusual to find the beautiful bronzed body of the sun-loving Arlena Stuart stretched out on a beach, face down. Only, on this occasion, there was no sun… she had been strangled. Ever since Arlena’s arrival at the resort, Hercule Poirot had detected sexual tension in the seaside air. But could this apparent ‘crime of passion’ have been something more evil and premeditated altogether?"
Q741391,Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman,1980,213,44882,1636,4.14,"<i>Way of the Peaceful Warrior</i> is based on the story of Dan Millman, a world champion athlete, who journeys into realms of romance and magic, light and darkness, body, mind, and spirit. Guided by a powerful old warrior named Socrates and tempted by an elusive, playful woman named Joy, Dan is led toward a final confrontation that will deliver or destroy him. Readers join Dan as he learns to live as a peaceful warrior. This international bestseller conveys piercing truths and humorous wisdom, speaking directly to the universal quest for happiness."
Q741407,The Body in the Library,Agatha Christie,1983,192,64800,1724,3.86,"It’s seven in the morning. The Bantrys wake to find the body of a young woman in their library. She is wearing evening dress and heavy make-up, which is now smeared across her cheeks.<br /><br />But who is she? How did she get there? And what is the connection with another dead girl, whose charred remains are later discovered in an abandoned quarry?<br /><br />The respectable Bantrys invite Miss Marple to solve the mystery… before tongues start to wag."
Q742226,Pet Sematary,Stephen King,1984,452,427660,3800,3.99,"The road in front of Dr. Louis Creed's rural Maine home frequently claims the lives of neighborhood pets. Louis has recently moved from Chicago to Ludlow with his wife Rachel, their children and pet cat. Near their house, local children have created a cemetery for the dogs and cats killed by the steady stream of transports on the busy highway. Deeper in the woods lies another graveyard, an ancient Indian burial ground whose sinister properties Louis discovers when the family cat is killed.<br />source: stephenking.com"
Q7429280,Sayonara,James A. Michener,1969,221,2290,107,3.81,"A brilliant tale of love and war, SAYONARA tells the story of Major Lloyd Gruver, son of an army general stationed in Japan, dating a general's daughter, and happy with his life. He didn't understand the soldiers who fell in love with Japanese girls. Then he met Hana-ogi. After that nothing mattered anymore. Nothing but her...."
Q7430555,Scary Godmother,Jill Thompson,1997,48,209,12,4.24,"One Halloween night, little Hannah Marie ventures out for Trick or Treats alongside her rotten older cousin, Jimmy. Unhappy to be saddled with Hannah, Jimmy cooks up a scheme to frighten her home early. But his plan backfires when Hannah gets help from the coolest spooks around - including her own personal Scary Godmother!"
Q743180,On the Road,Jack Kerouac,1958,309,342486,389,3.62,"'On the Road' swings to the rhythms of 1950s underground America, jazz, sex, generosity, chill dawns and drugs, with Sal Paradise and his hero Dean Moriarty, traveller and mystic, the living epitome of Beat."
Q7439856,"Sea Change (Jesse Stone, #5)",Robert B. Parker,2006,160,6497,248,3.91,"A battered body washes ashore in Paradise, Massachusetts, during the town's biggest event - Race Week. Jesse's investigation takes him to Florida, and back, while his private life takes him back to his ex-wife."
Q7440172,Seabiscuit: An American Legend,Laura Hillenbrand,2001,452,142939,3661,4.22,"<b>There's an alternate cover edition <a href=""https://www.goodreads.com/book/show/16164902-seabiscuit"" rel=""nofollow"">here</a></b><br /><br />Seabiscuit was one of the most electrifying and popular attractions in sports history and the single biggest newsmaker in the world in 1938, receiving more coverage than FDR, Hitler, or Mussolini. But his success was a surprise to the racing establishment, which had written off the crooked-legged racehorse with the sad tail. Three men changed Seabiscuit’s fortunes:<br /><br />Charles Howard was a onetime bicycle repairman who introduced the automobile to the western United States and became an overnight millionaire. When he needed a trainer for his new racehorses, he hired Tom Smith, a mysterious mustang breaker from the Colorado plains. Smith urged Howard to buy Seabiscuit for a bargain-basement price, then hired as his jockey Red Pollard, a failed boxer who was blind in one eye, half-crippled, and prone to quoting passages from Ralph Waldo Emerson. Over four years, these unlikely partners survived a phenomenal run of bad fortune, conspiracy, and severe injury to transform Seabiscuit from a neurotic, pathologically indolent also-ran into an American sports icon. <br /><br />Author Laura Hillenbrand brilliantly re-creates a universal underdog story, one that proves life is a horse race.<br /><br /><br /><i>From the Hardcover edition.</i>"
Q744221,I Know What You Did Last Summer,Lois Duncan,1987,198,11489,762,3.5,"Last summer, four terrified friends made a desperate pact to conceal a shocking secret. But now, someone has learned the truth and is determined to get even.<br /><br />The horror is starting again. There is an unknown avenger out there who is stalking them in a deadly game. Will he stop at terror-or is he out for revenge?"
Q744536,"Les Aventures De Tintin:  Tintin Au Congo (Tintin In The Congo)  (Tintin, #2)",Hergé,1931,64,13584,9,4.06,"Gangsters, Cowboys, Indians and the Big Apple await Tintin when he travels across the Atlantic to America. He soon finds himself in terrible danger - but with Snowy to help him, he faces it head on..."
Q744557,The Nutcracker and the Mouse-King,E.T.A. Hoffmann,1983,38,13027,0,4.0,"After hearing how her toy nutcracker got his ugly face, a little girl helps break the spell he is under and watches him change into a handsome prince."
Q7474518,The Europeans,Henry James,1921,177,4093,29,3.61,"This light-hearted masterpiece tells of the influence Eugenia and her brother Felix exert on their Bostonian cousins when they visit the New World.<br /><br />In the hope of making a wealthy marriage, Eugenia, the Baroness Münster, and her younger brother, the artist Felix, descend on the Wentworths, in Boston. Installed in a nearby house, they become close friends with the younger Wentworths - Gertrude, Charlotte and Clifford.<br /><br />Eugenia's wit, guile and sophistication, and Felix's debonair vivacity from an uneasy alliance with the Puritan morality and the frugal, domestic virtues of the Americans. A rich and delicately balanced comedy of manners, <i>The Europeans</i> weighs the values of the established order against those of New England society, but makes no simple judgements, only subtle contrasts and beautifully observed comparisons.<br /><br /><br /><i>Librarian note: alternative cover edition - ISBN 0140621954</i>"
Q748075,High Fidelity,Nick Hornby,1995,250,172606,3978,3.94,"From the bestselling author of Funny Girl, About a Boy, and A Long Way Down, a wise and hilarious novel about love, heartbreak, and rock and roll.<br /><br />Rob is a pop music junkie who runs his own semi-failing record store. His girlfriend, Laura, has just left him for the guy upstairs, and Rob is both miserable and relieved. After all, could he have spent his life with someone who has a bad record collection? Rob seeks refuge in the company of the offbeat clerks at his store, who endlessly review their top five films; top five Elvis Costello songs; top five episodes of Cheers. <br /><br />Rob tries dating a singer, but maybe it’s just that he’s always wanted to sleep with someone who has a record contract. Then he sees Laura again. And Rob begins to think that life with kids, marriage, barbecues, and soft rock CDs might not be so bad."
Q7481191,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,1997,235,103862,836,4.09,"It was the storm of the century, boasting waves over one hundred feet high -- a tempest created by so rare a combination of factors that meteorologists deemed it 'the perfect storm.' When it struck in October 1991, there was virtually no warning. 'She's comin' on, boys, and she's comin' on strong, ' radioed Captain Billy Tyne of the Andrea Gail off the coast of Nova Scotia, and soon afterward the boat and its crew of six disappeared without a trace.In a narrative taut with the fury of the elements, Sebastian Junger takes us deep into the heart of the storm, depicting with vivid detail the courage, terror, and awe that surface in such a gale. Junger illuminates a world of swordfishermen consumed by the dangerous but lucrative trade of offshore fishing -- 'a young man's game, a single man's game' -- and gives us a glimpse of their lives in the tough fishing port of Gloucester, Massachusetts. He recreates the last moments of the Andrea Gail crew and recounts the daring high-seas rescues that made heroes of some and victims of others; and he weaves together the history of the fishing industry, the science of storms, and the candid accounts of the people whose lives the storm touched. The Perfect Storm is a real-life thriller that leaves us with the taste of salt air on our tongues and a breathless sense of what it feels like to be caught, helpless, in the grip of a force of nature beyond our understanding or control. We know, on the strength this stark and compelling journey into the dark heart of nature, what it feels like to drown."
Q7490361,"Sharpe's Battle (Sharpe, #12)",Bernard Cornwell,1995,400,7671,98,4.17,"<strong>From </strong><em>
  <strong>New York Times</strong>
</em><strong> bestselling author Bernard Cornwell, the twelth installment in the world-renowned</strong><em>
  <strong> </strong>
</em><strong>Sharpe series, chronicling the rise of Richard Sharpe, a Private in His Majesty’s Army at the siege of Seringapatam. </strong><br /><br />Quartered in a crumbling Portuguese fort, Richard Sharpe and his men are attacked by an elite French unit, led by an old enemy of Sharpe’s, and suffer heavy losses.<br /><br />The army’s high command blame Sharpe for the disaster and his military career seems to be ruined. His only hope is to redeem himself on the battlefield. So with his honour at stake, against an overwhelming number of French troops, Sharpe leads his men to battle in the narrow streets of Fuentes de Oñoro."
Q7490364,"Sharpe's Company (Sharpe, #13)",Bernard Cornwell,1982,284,8414,131,4.22,"Looming on the border of Portugal and Spain is the Fortress of Badajoz. It represents the last chance of the French to keep Wellington out of Spain, and Richard Sharpe must lead the assault to save his wife and daughter. Third in a series taking Sharpe all the way to Waterloo."
Q7490367,"Sharpe's Enemy (Sharpe, #15)",Bernard Cornwell,1984,352,7465,112,4.23,"A band of renegades led by Sharpe's vicious mortal enemy, Obadiah Hakeswill, holds a group of British and French women hostage in a strategic nmountain pass. On the other side of the pass, Napoleon's Grande Armee seeks to smash through and crush the British army in Portugal. Outnumbered and attacked from two sides, Sharpe must hold his ground or die in the attempt."
Q7490371,"Sharpe's Honour (Sharpe, #16)",Bernard Cornwell,1990,320,6807,1,4.18,"The Vittoria Campaign is February to June 1813. Victory depends on the increasingly fragile alliance between Britain and Spain. Majpr Sharpe's enemy, Pierre Ducos, seizes a chance to both destroy the alliance and take revenge on Sharpe. The lovely spy, La Marquesa, traps Sharpe in a web of deadly intrigue; he is hunted by allies and enemies alike."
Q7490376,"Sharpe's Regiment (Sharpe, #17)",Bernard Cornwell,1987,338,6892,85,4.225,A corrupt political plot threatens to put an end to the South Essex regiment--and the life of Major Richard Sharpe when he investigates and discovers an illegal recruiting ring selling soldiers like cattle to other divisions.
Q7490377,"Sharpe's Revenge (Sharpe, #19)",Bernard Cornwell,1989,348,6508,78,4.17,"It is 1814 and the defeat of Napolean seems imminent - if the well-protected city of Toulouse can be conquered. For Richard Sharpe, the battle turns out to be one of the bloodiest of the Peninsula Wars, and he must draw on his last reserves of strength to lead his troops to victory. But before Sharpe can lay down his sword, he must fight a different sort of battle. Accused of stealing Napolean's personal treasure, Sharpe escapes from a British military court and embarks on the battle of his life - armed only with the unflinching resolve to protect his honor."
Q7490379,"Sharpe's Siege (Sharpe, #18)",Bernard Cornwell,1994,319,6627,97,4.2,"Sharpe's mission has seemed simple: capture a small unguarded French coastal fort, cripple Napoleon's supply lines, and retreat across the sea. But behind the lines, Sharpe's old enemy, Pierre Ducos, awaits Sharpe's arrival with a battalion of French soldiers and a vicious commanding general who keeps the scalps of his dead enemies as trophies.<br /><p>Outmaneuvered by Ducos's treachery and abandoned by his own navy, Sharpe has only two choices: to escape with the aid of the charming, unscrupulous American mercenary, Cornelius Killick, or die.</p>"
Q7490381,"Sharpe's Sword (Sharpe, #14)",Bernard Cornwell,1983,320,8392,119,4.22,"An unfinished duel, a midnight murder, and the treachery of a beautiful prostitute lead to the imprisonment of Sharpe. Caught in a web of political intrigue for which his military experience has left him fatally unprepared, Sharpe becomes a fugitive--a man hunted by both ally and enemy alike."
Q7490383,"Sharpe's Waterloo (Sharpe, #20)",Bernard Cornwell,1990,384,7390,191,4.27,"Bernard Cornwell. Sharpe's Waterloo. Richard Sharpe and the Waterloo Campaign, 15 June to 18 June 1815. London: Collins, 1990. Octavo. 378 pages. <br /><br />June 1815: The Duke of Wellington, the Prince of Orange, and Napoleon will meet on the battlefield...and decide the fate of Europe<p>With the emperor Napoleon at its head, and enormous French army is marching toward Brussels. The British and their allies are also converging on Brussels - in preparation for a grand society ball. And it is up to Richard Sharpe to convince the Prince of Orange, the inexperienced commander of Wellington's Dutch troops, to act before it is too late. But Sharpe's warning cannot stop the tide of battle, and the British suffer heavy losses on the road to Waterloo. Wellington has few reserves of men and ammunition; the Prussian army has not arrived, and the French advance wields tremendous firepower and determinaiton. Victory seems impossible...</p>"
Q7492397,Sheep,Simon Maginn,1996,361,131,11,3.6,"The ramshackle farmhouse in Ty-Gwyneth seems like the perfect retreat for James, Adele and their young son after the tragic drowning of their daughter Ruthie. But things take a horrific turn when James unearths an odd collection of bones while working on the house, and Lewyn, a local farmer, relates a nightmarish story of the tragic history of Ty-Gwyneth."
Q7496714,Shiloh,Phyllis Reynolds Naylor,1991,144,73893,1968,3.94,"Eleven-year-old Marty Preston loves to spend time up in the hills behind his home near Friendly, West Virginia. Sometimes he takes his .22 rifle to see what he can shoot, like some cans lined up on a rail fence. Other times he goes up early in the morning just to sit and watch the fox and deer. But one summer Sunday, Marty comes across something different on the road just past the old Shiloh schoolhouses -- a young beagle -- and the trouble begins. <br />What do you do when a dog you suspect is being mistreated runs away and comes to you? When it is someone else's dog? When the man who owns him has a gun? This is Marty's problem, and he finds it is one he has to face alone. When his solution gets too big for him to handle, things become more frightening still. Marty puts his courage on the line, and discovers in the process that it is not always easy to separate right from wrong. Sometimes, however, you do almost anything to save a dog."
Q7500029,Shoeless Joe,W.P. Kinsella,1982,268,12917,633,3.97,"“If you build it, he will come.” <br /><br />These mysterious words inspire Ray Kinsella to create a cornfield baseball diamond in honor of his hero, Shoeless Joe Jackson. What follows is a rich, nostalgic look at one of our most cherished national pastimes and a remarkable story about fathers and sons, love and family, and the inimitable joy of finding your way home."
Q7501143,Shopgirl,Steve Martin,2000,130,35185,2177,3.42,"From the acclaimed comedian, actor, and author of the bestselling Pure Drivel comes a hilarious debut novella about a semi-glamorous young woman making her way through the romantic jungles of Beverly Hills.CD."
Q750670,Lady Chatterley's Lover,D.H. Lawrence,1959,360,100327,856,3.5,"Lyric and sensual, D.H. Lawrence's last novel is one of the major works of fiction of the twentieth century. Filled with scenes of intimate beauty, explores the emotions of a lonely woman trapped in a sterile marriage and her growing love for the robust gamekeeper of her husband's estate. The most controversial of Lawrence's books, Lady Chatterly's Lover joyously affirms the author's vision of individual regeneration through sexual love. The book's power, complexity, and psychological intricacy make this a completely original work--a triumph of passion, an erotic celebration of life."
Q751348,Norwegian Wood,Haruki Murakami,2000,296,342342,12529,4.03,"<i>Alternate cover edition <a href=""https://www.goodreads.com/book/show/17161156-norwegian-wood"" rel=""nofollow"">here</a>.</i><br /><br />When he hears her favourite Beatles song, Toru Watanabe recalls his first love Naoko, the girlfriend of his best friend Kizuki. Immediately he is transported back almost twenty years to his student days in Tokyo, adrift in a world of uneasy friendships, casual sex, passion, loss and desire - to a time when an impetuous young woman called Midori marches into his life and he has to choose between the future and the past."
Q751574,My Friend Flicka,Mary O'Hara,1988,304,27959,268,4.16,"A timeless favorite of children and adults alike, this resides in ""that borderland where some of the best-loved books in the English tongue hold their immortality.""-- ""New York Herald Tribune"""
Q752432,Lord Edgware Dies,Agatha Christie,1984,228,30523,130,3.91,"""Monsieur Poirot, somehow or other I've just got to get rid of my husband!"" No sooner had she uttered these words than Lady Edgware's husband was dead, brutally stabbed in the neck. The evidence against her is overwhelming, the case cut and dried. But what is the truth behind it all? What enemies lurked in the background of the victim's life? Hercule Poirot is on the case, intrigued once more, ready to investigate murder in the library. . . John Moffatt stars as the great Belgian detective in this BBC Radio 4 full-cast dramatization.<br /><br />2 CDs. 2 hrs 20 mins."
Q752439,"Appointment with Death (Hercule Poirot, #19)",Agatha Christie,1981,212,36439,67,3.865,"Among the towering red cliffs of Petra, like some monstrous swollen Buddha, sat the corpse of Mrs Boynton. A tiny puncture mark on her wrist was the only sign of the fatal injection that had killed her.<br /><br />With only 24 hours available to solve the mystery, Hercule Poirot recalled a chance remark he’d overheard back in Jerusalem: ‘You see, don’t you, that she’s got to be killed?’ Mrs Boynton was, indeed, the most detestable woman he’d ever met."
Q7532703,Six Days of the Condor,James Grady,1975,174,18128,2,4.09,"<p></p><p>CIA operative Malcolm, codenamed Condor, discovers his colleagues butchered in a blood-spattered office, he realizes that only an oversight by the assassins has saved his life. He contacts CIA headquarters for help but when an attempted rendezvous goes wrong, it quickly becomes clear that no one can be trusted. Malcolm disappears into the streets of Washington, hoping to evade the killers long enough to unravel the conspiracy but will that be enough to save his life?</p><p></p><p></p>"
Q753290,'Salem's Lot,Stephen King,1976,454,330345,592,4.02,"Thousands of miles away from the small township of 'Salem's Lot, two terrified people, a man and a boy, still share the secrets of those clapboard houses and tree-lined streets. They must return to 'Salem's Lot for a final confrontation with the unspeakable evil that lives on in the town."
Q7539909,Sleeping with the Enemy,Nancy  Price,1991,314,8558,118,4.02,She is a stranger in a small town. She changed her name. Her looks. Her life. All to escape the most dangerous man she ever met: her husband.
Q7540177,Sleuth,Anthony Shaffer,2000,93,567,19,4.13,
Q7548175,Snow Angels,Stewart O'Nan,1995,305,1856,220,3.53,"<b>Now a major motion picture from Warner Independent starring Sam Rockwell and Kate Beckinsale</b><br /><br />In Stewart O'Nan's <i>Snow Angels</i>, Arthur Parkinson is fourteen during the dreary winter of 1974. Enduring the pain of his parents' divorce, his world is shattered when his beloved former babysitter, Annie, falls victim to a tragic series of events. The interlinking stories of Arthur's unraveling family, and of Annie's fate, form the backdrop of this intimate tale about the price of love and belonging, told in a spare, translucent, and unexpectedly tender voice."
Q7557397,Soldiers Three: Parts I & II,Rudyard Kipling,2007,308,151,0,3.74,"25 stories, plus 'The Story of the Gadsbys' and 'In Black and White'"
Q7557471,Sole Survivor,Dean Koontz,1997,409,26753,549,3.79,"Joe Carpenter's wife and two children perished with more than three hundred others in the crash of United Airlines Flight 353. But one year later, haunted by the loss of his family and desperate to find purpose in life, he discovers that the official story of Flight 353 is a treacherous lie.<br /><br />They say it was an accident. It was not. They say there were no survivors: that the crash was too devastating for anyone to live through it. But incredibly, Joe discovers one woman walked away unhurt from the disaster, with a secret that will change the world . . ."
Q7559706,Someone Like You,Sarah Dessen,2003,281,95771,3481,3.93,"Halley has always followed in the wake of her best friend, Scarlett. But when Scarlett learns that her boyfriend has been killed in a motorcycle accident, and that she's carrying his baby, she's devastated. For the first time ever, Scarlett really needs Halley. Their friendship may bend under the weight, but it'll never break--because a true friendship is a promise you keep forever."
Q7564851,Sounder,William H. Armstrong,1998,128,27811,991,3.97,"Angry and humiliated when his sharecropper father is jailed for stealing food for his family, a young black boy grows in courage and understanding by learning to read and through his relationship with his devoted dog Sounder."
Q7568312,South Riding,Winifred Holtby,2011,492,2399,179,3.95,"<b>Winner of the James Tait Black Memorial Prize, Winifred Holtby's greatest novel was published posthumously</b><br /><br />Winifred Holtby's masterpiece is a rich evocation of the lives and relationships of the characters of South Riding. Sarah Burton, the fiery young headmistress of the local girls' school; Mrs Beddows, the district's first alderwoman—based on Holtby's own mother; and Robert Carne, the conservative gentleman-farmer locked in a disastrous marriage—with whom the radical Sarah Burton falls in love. Showing how public decisions can mold the individual, this story offers a panoramic and unforgettable view of Yorkshire life."
Q756866,Jurassic Park,Michael Crichton,1990,470,795951,3674,4.03,"2 cassettes / 3 hours<br />Read by John Heard<br /><br />From the ever-inventive, ingenious mind of Michael Crichton comes the terrifying tale of a ""theme"" park that even Disney never dreamed of!<br /><br />A shroud of secrecy covers a privately-owned island off the coast of the Dominican Republic where an American bioengineering firm is quietly building a resort theme park.  Even the expert consultants on the project don't know exactly what it is.  And local doctors are mystified when an injured park worker arrives at the hospital with gashes on his body, as if he's been mauled by an animal of monstrous proportions.  A year later, when the first invited guests to ""Jurassic Park"" attend a 4-day preview, the amazement, the shock, and finally, the terror they experience there offer a horrifying solution to this disturbing puzzle.<br /><br />Riveting scientific detail ad a driving, suspenseful narrative make this an unforgettable story - one of advanced technology versus prehistoric monsters . . .  and of an extraordinary good idea gone extraordinary bad."
Q7574195,Speak,Laurie Halse Anderson,2000,210,483279,18321,4.02,"<i>""The ninth graders are herded into the auditorium. We fall into clans: Jocks, Country Clubbers, Idiot Savants,Cheerleaders... I am clanless. I wasted the last weeks of August watching bad cartoons. I didn't go to the mall, the lake, or the pool, or answer the phone. I have entered high school with the wrong hair, the wrong clothes, the wrong attitude. And I don't have anyone to sit with.""</i><br /><br />From her first moment at Merryweather High, Melinda Sordino knows she's an outcast. Her old friends won't talk to her, and people she doesn't know glare at her. If only she could explain... but she just can't find the words."
Q7577006,Spider,Patrick McGrath,1991,225,1826,86,3.7649999999999997,"I cut into my potato, and dead in the middle of the halved potato there was a . . . thick, slow discharge I recognized as blood. <p> A wry, mesmerizing tale of madness in a London suffused with the smells of jellied eels, leaking gas, outdoor lavatories and furry feet. Spider obsesses about wetness and fire and sexuality, about ""this business of the thought patterns"" and ""the dead eyes"" of his father and a woman named Hilda. Somewhere inside Spider's internal web of illusions lurks the truth about his mother's death.</p>"
Q7581474,Spud: The Madness Continues,John van de Ruit,2008,352,2898,115,4.01,"It's 1991, and John ""Spud"" Milton's journey to manhood is still creeping along at a snail's pace. Nearly fifteen, Spud's starting his second year at boarding school and, to his utter mortification, he's still a spud <p> But life at school's about to get a whole lot worse, and even more insanity awaits him this time around, from unrequited love to the most catastrophic school play in history </p><p> Join Spud as he takes another tentative step forward, while all around him the madness continues...</p>"
Q7581698,Spy Story,Len Deighton,1985,272,809,22,3.78,"An attempted murder, the defection of a highly placed KGB official, and an explosive nuclear submarine chase beneath the Arctic Ocean seem to have little connection to one another. But they are the sparks that propel Pat Armstrong -- also known as Harry Palmer -- into the heart of a brutal East-West power play. <br />And when Armstrong returns to his own apartment -- where someone who looks and dresses just like him has taken up his identity -- we are drawn into the world of spies and counterspies, plots and counterplots, that is Len Deighton's unbeatable trademark."
Q75840,And Quiet Flows the Don,Mikhail Sholokhov,1989,554,1639,42,4.14,"This is volume 3 of a five volume set. <p>Sholokhov's book introduces the reader to a New World that is not merely the Don Region, but the world of the author's inimitably poetic prose; giving fifteen years of his life to the creation of And Quiet Flows the Don. He began the first book at the age of twenty, in 1926. The last was finished in 1940. While Leo Tolstoy's novel War and Peace (1863-69) immortalized the Napoleonic campaigns to the eve of the Decembrist revolt, And Quiet Flows the Don showed the destruction of the Cossacks and the birth of a new society.</p>"
Q759329,The Razor's Edge,W. Somerset Maugham,1950,314,35483,2164,4.19,"Larry Darrell is a young American in search of the absolute. The progress of this spiritual odyssey involves him with some of Maugham's most brillant characters - his fiancee Isabel, whose choice between love and wealth have lifelong repercussions, and Elliot Templeton, her uncle, a classic expatriate American snob. The most ambitious of Maugham's novels, this is also one in which Maugham himself plays a considerable part as he wanders in and out of the story, to observe his characters struggling with their fates."
Q7607053,Stella Dallas,Olive Higgins Prouty,1990,239,129,0,3.85,"<b>She's ambitious, she's relentless, she's unstoppable - but she can't hide the stain of her working-class roots. A woman big enough for both Barbara Stanwyck and Bette Midler, <i>Stella Dallas</i> was a best-seller in its time - and a terrific read today.</b><br /><br /><i>One of the most entertaining, excellently sustained and consistently developed novels of the season.</i> - <b>New York Times</b><br /><br />All she wants is to get ahead in the world. But Stella Dallas's world is one that always brings her shame. She marries Stephen Dallas, a man of great refinement, but he cannot tolerate her crudities; when he finally loses patience with her indiscreet flirtations, it's curtains for the marriage.<br /><br />Stella transfers her hopes for the future to her sweet-as-pie daughter, Laurel, and the two live in shabby gentility, a shadow of their former life. While Stella imagines herself the grand lady, her coarseness and rumored exploits with unsavory men bring her public ridicule - and ostracize Laurel from polite society.<br /><br />Stella finally makes the ultimate sacrifice, marrying an alcohol- and drug-addicted man she loathes to force Laurel to leave her and seek the advantages of her father's home and social class.<br /><br /><i>Deeply moving narrative...Mrs. Prouty's subject is conceived with that surety and understanding which in literature makes beauty.</i> - <b>Boston Transcript</b><br /><br />Still shown throught the country at revival houses, the 1937 King Vidor/Sam Goldwyn production of <i>Stella Dallas</i> brought Osca nominations to both Barbara Stanwyck and Ann Shirley. Literary Cinema Classics now brings back the great American novels that became beloved American films. Each book is illustrated with stills form the movie, and each is completely reset in a typeface to enhance your reading pleasure."
Q7615565,Stevie,Hugh Whitemore,2015,78,6,0,4.17,"Smith commutes to the West End to her work as a secretary at a publishing company. Her evenings are spent at home with her beloved aunt - a world of battenberg cake, gossip, ginger nuts and sherry in tiny glasses. But at the same time as leading this seemingly mundane suburban existence, she is writing the piercing poetry and prose that will one day make her famous. Stevie is a biographical snapshot of both the poet and the private woman. Shot through with wit, this is the story of an endearing heroine, her unconventional life, powerful and popular poetry and her greatest struggle: to keep waving and not drowning."
Q7620110,Storm Boy,Colin Thiele,1978,61,2516,5,4.01,A boy living on a desolate beach in Australia rescues a baby pelican that becomes his constant companion.
